player,pfr_id,game_id,pfr_game_id,season,team,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
Stephon Tuitt,TuitSt00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,54,89,6,23
Cameron Heyward,HeywCa01,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,52,85,9,35
Mike Mitchell,MitcMi99,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,49,80,4,15
James Harrison,HarrJa23,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,38,62,4,15
Cortez Allen,AlleCo00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,32,52,0,0
Bud Dupree,DuprAl00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,26,43,5,19
Robert Golden,GoldRo00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,24,39,18,69
Jarvis Jones,JoneJa05,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,24,39,9,35
Steve McLendon,McLeSt00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,24,39,4,15
Arthur Moats,MoatAr00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,20,33,5,19
Daniel McCullers,McCuDa00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,13,21,1,4
Cam Thomas,ThomCa99,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,12,20,2,8
Terence Garvin,GarvTe00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,5,8,17,65
Vince Williams,WillVi01,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,5,8,16,62
Shamarko Thomas,ThomSh00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,4,7,17,65
Ross Ventrone,VentRo00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,17,65
Sean Spence,SpenSe00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,10,38
Brandon Boykin,BoykBr00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,10,38
Josh Scobee,scobejos01,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,10,38
Greg Warren,WarrGr20,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,7,27
Jordan Berry,BerrJo00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,7,27
Jordan Todman,TodmJo00,2015_01_PIT_NE,201509100nwe,2015,PIT,0,0,0,0,6,23
Rob Havenstein,HaveRo00,2015_01_SEA_STL,201509130ram,2015,LA,58,100,0,0,6,19
Rodger Saffold,SaffRo20,2015_01_SEA_STL,201509130ram,2015,LA,58,100,0,0,6,19
Tim Barnes,BarnTi01,2015_01_SEA_STL,201509130ram,2015,LA,58,100,0,0,0,0
Nick Foles,FoleNi00,2015_01_SEA_STL,201509130ram,2015,LA,58,100,0,0,0,0
Greg Robinson,RobiGr01,2015_01_SEA_STL,201509130ram,2015,LA,58,100,0,0,0,0
Jamon Brown,BrowJa04,2015_01_SEA_STL,201509130ram,2015,LA,51,88,0,0,6,19
Jared Cook,CookJa02,2015_01_SEA_STL,201509130ram,2015,LA,50,86,0,0,0,0
Benny Cunningham,CunnBe01,2015_01_SEA_STL,201509130ram,2015,LA,48,83,0,0,0,0
Tavon Austin,AustTa00,2015_01_SEA_STL,201509130ram,2015,LA,47,81,0,0,4,12
Kenny Britt,BritKe00,2015_01_SEA_STL,201509130ram,2015,LA,46,79,0,0,0,0
Lance Kendricks,KendLa00,2015_01_SEA_STL,201509130ram,2015,LA,40,69,0,0,8,25
Chris Givens,GiveCh00,2015_01_SEA_STL,201509130ram,2015,LA,19,33,0,0,0,0
Cory Harkey,HarkCo00,2015_01_SEA_STL,201509130ram,2015,LA,18,31,0,0,18,56
Stedman Bailey,BailSt01,2015_01_SEA_STL,201509130ram,2015,LA,18,31,0,0,14,44
Garrett Reynolds,ReynGa20,2015_01_SEA_STL,201509130ram,2015,LA,8,14,0,0,13,41
Isaiah Pead,PeadIs00,2015_01_SEA_STL,201509130ram,2015,LA,3,5,0,0,16,50
T.J. McDonald,McDoTJ00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,81,100,10,31
Janoris Jenkins,JenkJa03,2015_01_SEA_STL,201509130ram,2015,LA,0,0,81,100,9,28
Rodney McLeod,McLeRo00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,81,100,6,19
James Laurinaitis,LaurJa99,2015_01_SEA_STL,201509130ram,2015,LA,0,0,81,100,0,0
Alec Ogletree,OgleAl00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,81,100,0,0
Marcus Roberson,RobeMa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,59,73,12,38
Lamarcus Joyner,JoynLa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,59,73,9,28
Aaron Donald,DonaAa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,59,73,6,19
Chris Long,LongCh99,2015_01_SEA_STL,201509130ram,2015,LA,0,0,53,65,0,0
Robert Quinn,QuinRo00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,52,64,7,22
Michael Brockers,BrocMi00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,44,54,7,22
William Hayes,HayeWi99,2015_01_SEA_STL,201509130ram,2015,LA,0,0,32,40,7,22
Eugene Sims,SimsEu99,2015_01_SEA_STL,201509130ram,2015,LA,0,0,31,38,10,31
Ethan Westbrooks,WestEt00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,24,30,0,0
Trumaine Johnson,JohnTr05,2015_01_SEA_STL,201509130ram,2015,LA,0,0,22,27,2,6
Mark Barron,BarrMa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,21,26,14,44
Nick Fairley,FairNi00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,21,26,0,0
Akeem Ayers,AyerAk00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,9,11,0,0
Cody Davis,DaviCo02,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,26,81
Bryce Hager,HageBr00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,25,78
Bradley Marquez,MarqBr00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,19,59
Cameron Lynch,LyncCa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,19,59
Maurice Alexander,AlexMa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,19,59
Demetrius Rhaney,RhanDe00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,13,41
Greg Zuerlein,ZuerGr00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,13,41
Jake McQuaide,McQuJa00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,9,28
Johnny Hekker,HekkJo00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,9,28
Cody Wichmann,WichCo00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,6,19
Chase Reynolds,ReynCh00,2015_01_SEA_STL,201509130ram,2015,LA,0,0,0,0,3,9
Garry Gilliam,GillGa01,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,5,16
Drew Nowak,NowaDr00,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,5,16
Russell Okung,OkunRu20,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,5,16
J.R. Sweezy,SweeJ.00,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,5,16
Justin Britt,BritJu00,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,5,16
Russell Wilson,WilsRu00,2015_01_SEA_STL,201509130ram,2015,SEA,81,100,0,0,0,0
Doug Baldwin,BaldDo00,2015_01_SEA_STL,201509130ram,2015,SEA,75,93,0,0,1,3
Jermaine Kearse,KearJe01,2015_01_SEA_STL,201509130ram,2015,SEA,74,91,0,0,4,12
Jimmy Graham,GrahJi00,2015_01_SEA_STL,201509130ram,2015,SEA,74,91,0,0,0,0
Marshawn Lynch,LyncMa00,2015_01_SEA_STL,201509130ram,2015,SEA,65,80,0,0,0,0
Tyler Lockett,LockTy00,2015_01_SEA_STL,201509130ram,2015,SEA,56,69,0,0,10,31
Luke Willson,WillLu00,2015_01_SEA_STL,201509130ram,2015,SEA,29,36,0,0,9,28
Fred Jackson,JackFr02,2015_01_SEA_STL,201509130ram,2015,SEA,14,17,0,0,0,0
Derrick Coleman,ColeDe00,2015_01_SEA_STL,201509130ram,2015,SEA,6,7,0,0,19,59
Ricardo Lockette,LockRi00,2015_01_SEA_STL,201509130ram,2015,SEA,5,6,0,0,9,28
Chris Matthews,MattCh00,2015_01_SEA_STL,201509130ram,2015,SEA,3,4,0,0,4,12
Cooper Helfet,HelfCo00,2015_01_SEA_STL,201509130ram,2015,SEA,2,2,0,0,5,16
Thomas Rawls,RawlTh00,2015_01_SEA_STL,201509130ram,2015,SEA,2,2,0,0,0,0
K.J. Wright,WrigK.00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,58,100,8,25
Dion Bailey,BailDi00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,58,100,2,6
Bobby Wagner,WagnBo00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,58,100,2,6
Cary Williams,WillCa99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,57,98,9,28
Richard Sherman,SherRi00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,57,98,9,28
Earl Thomas,ThomEa99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,57,98,0,0
Cliff Avril,AvriCl99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,50,86,8,25
Bruce Irvin,IrviBr00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,50,86,8,25
Michael Bennett,BennMi99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,48,83,3,9
Brandon Mebane,MebaBr99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,38,66,0,0
Ahtyba Rubin,RubiAh99,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,35,60,6,19
DeShawn Shead,SheaDe00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,26,45,27,84
Jordan Hill,HillJo01,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,23,40,15,47
Frank Clark,ClarFr01,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,14,24,1,3
Cassius Marsh,MarsCa00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,7,12,18,56
Kevin Pierre-Louis,PierKe00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,1,2,19,59
Demarcus Dobbs,DobbDe00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,1,2,12,38
Brock Coyle,CoylBr00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,25,78
Steven Terrell,TerrSt00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,24,75
Kelcie McCray,McCrKe00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,19,59
Marcus Burley,BurlMa00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,16,50
Stephen Hauschka,HausSt00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,12,38
Jon Ryan,RyanJo21,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,9,28
Clint Gresham,GresCl00,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,9,28
Alvin Bailey,BailAl01,2015_01_SEA_STL,201509130ram,2015,SEA,0,0,0,0,5,16
Kyle Long,LongKy00,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,6,23
Matt Slauson,SlauMa20,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,6,23
Jermon Bushrod,BushJe20,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,6,23
Vlad Ducasse,DucaVl20,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,6,23
Will Montgomery,MontWi20,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,0,0
Jay Cutler,CutlJa00,2015_01_GB_CHI,201509130chi,2015,CHI,73,100,0,0,0,0
Martellus Bennett,BennMa00,2015_01_GB_CHI,201509130chi,2015,CHI,70,96,0,0,6,23
Matt Forte,FortMa00,2015_01_GB_CHI,201509130chi,2015,CHI,65,89,0,0,0,0
Eddie Royal,RoyaEd00,2015_01_GB_CHI,201509130chi,2015,CHI,61,84,0,0,0,0
Marquess Wilson,WilsMa02,2015_01_GB_CHI,201509130chi,2015,CHI,60,82,0,0,0,0
Alshon Jeffery,JeffAl00,2015_01_GB_CHI,201509130chi,2015,CHI,56,77,0,0,0,0
Khari Lee,LeexKh00,2015_01_GB_CHI,201509130chi,2015,CHI,11,15,0,0,13,50
Zach Miller,MillZa02,2015_01_GB_CHI,201509130chi,2015,CHI,11,15,0,0,0,0
Josh Bellamy,BellJo02,2015_01_GB_CHI,201509130chi,2015,CHI,8,11,0,0,15,58
Jacquizz Rodgers,RodgJa00,2015_01_GB_CHI,201509130chi,2015,CHI,8,11,0,0,9,35
Charles Leno Jr.,LenoCh00,2015_01_GB_CHI,201509130chi,2015,CHI,6,8,0,0,10,38
Marc Mariani,MariMa00,2015_01_GB_CHI,201509130chi,2015,CHI,6,8,0,0,8,31
Jeremy Langford,LangJe00,2015_01_GB_CHI,201509130chi,2015,CHI,3,4,0,0,14,54
Shea McClellin,McClSh00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,59,100,6,23
Adrian Amos,AmosAd00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,59,100,6,23
Christian Jones,JoneCh05,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,59,100,5,19
Antrel Rolle,RollAn20,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,59,100,0,0
Kyle Fuller,FullKy00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,58,98,4,15
Alan Ball,BallAl99,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,58,98,0,0
Sherrick McManis,McMaSh99,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,54,92,10,38
Pernell McPhee,McPhPe00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,51,86,5,19
Jared Allen,AlleJa22,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,43,73,0,0
Will Sutton,SuttWi00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,38,64,11,42
Jarvis Jenkins,JenkJa01,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,36,61,2,8
Eddie Goldman,GoldEd00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,24,41,4,15
Ego Ferguson,FergEg00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,23,39,4,15
Willie Young,YounWi99,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,20,34,0,0
Lamarr Houston,HousLa99,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,4,7,5,19
Demontre Hurst,HursDe00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,2,3,8,31
Brock Vereen,VereBr00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,1,2,20,77
Cornelius Washington,WashCo00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,1,2,7,27
Lamin Barrow,BarrLa00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,15,58
John Timu,TimuJo00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,15,58
Robbie Gould,gouldrob01,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,12,46
Harold Jones-Quartey,JoneHa02,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,12,46
Terrance Mitchell,MitcTe00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,8,31
Bryce Callahan,CallBr00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,8,31
Pat O'Donnell,ODonPa00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,7,27
Thomas Gafford,GaffTh20,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,7,27
Patrick Omameh,OmamPa00,2015_01_GB_CHI,201509130chi,2015,CHI,0,0,0,0,6,23
Josh Sitton,SittJo20,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,5,19
T.J. Lang,LangT.20,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,5,19
Bryan Bulaga,BulaBr20,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,5,19
David Bakhtiari,BakhDa00,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,0,0
Aaron Rodgers,RodgAa00,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,0,0
Corey Linsley,LinsCo00,2015_01_GB_CHI,201509130chi,2015,GB,59,100,0,0,0,0
Davante Adams,AdamDa01,2015_01_GB_CHI,201509130chi,2015,GB,57,97,0,0,1,4
James Jones,JoneJa04,2015_01_GB_CHI,201509130chi,2015,GB,54,92,0,0,0,0
Randall Cobb,CobbRa00,2015_01_GB_CHI,201509130chi,2015,GB,53,90,0,0,0,0
Eddie Lacy,LacyEd00,2015_01_GB_CHI,201509130chi,2015,GB,45,76,0,0,0,0
Richard Rodgers,RodgRi00,2015_01_GB_CHI,201509130chi,2015,GB,37,63,0,0,8,31
Andrew Quarless,QuarAn00,2015_01_GB_CHI,201509130chi,2015,GB,23,39,0,0,3,12
James Starks,StarJa00,2015_01_GB_CHI,201509130chi,2015,GB,13,22,0,0,6,23
John Kuhn,KuhnJo00,2015_01_GB_CHI,201509130chi,2015,GB,7,12,0,0,6,23
Josh Walker,WalkJo00,2015_01_GB_CHI,201509130chi,2015,GB,3,5,0,0,5,19
J.C. Tretter,TretJC00,2015_01_GB_CHI,201509130chi,2015,GB,1,2,0,0,11,42
Jeff Janis,JaniJe00,2015_01_GB_CHI,201509130chi,2015,GB,1,2,0,0,9,35
Ty Montgomery,MontTy01,2015_01_GB_CHI,201509130chi,2015,GB,1,2,0,0,5,19
Ha Ha Clinton-Dix,ClinHa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,73,100,14,54
Micah Hyde,HydeMi00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,73,100,8,31
Clay Matthews,MattCl99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,73,100,6,23
Sam Shields,ShieSa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,72,99,13,50
Casey Hayward,HaywCa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,62,85,6,23
Nate Palmer,PalmNa01,2015_01_GB_CHI,201509130chi,2015,GB,0,0,58,79,14,54
Damarious Randall,RandDa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,57,78,1,4
Mike Daniels,DaniMi00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,55,75,6,23
Mike Neal,NealMi99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,52,71,6,23
Julius Peppers,PeppJu99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,52,71,6,23
B.J. Raji,RajiBJ99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,44,60,11,42
Nick Perry,PerrNi00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,30,41,0,0
Sean Richardson,RichSe00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,28,38,15,58
Josh Boyd,BoydJo00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,23,32,5,19
Jayrone Elliott,ElliJa02,2015_01_GB_CHI,201509130chi,2015,GB,0,0,18,25,21,81
Sam Barrington,BarrSa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,15,21,1,4
Mike Pennel,PennMi00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,13,18,0,0
Bruce Gaston,GastBr00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,5,7,0,0
Chris Banjo,BanjCh00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,14,54
Jake Ryan,RyanJa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,14,54
Aaron Ripkowski,RipkAa00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,12,46
Mason Crosby,CrosMa20,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,11,42
Demetri Goodson,GoodDe00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,9,35
Brett Goode,GoodBr99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,7,27
Tim Masthay,MastTi99,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,7,27
Quinten Rollins,RollQu00,2015_01_GB_CHI,201509130chi,2015,GB,0,0,0,0,5,19
