player,url,type,position,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct,pfr_game_id,season
Mitchell Schwartz,/players/S/SchwMi00.htm,away,T,68,100,0,0,6,16,201709070nwe,2017
Laurent Duvernay-Tardif,/players/D/DuveLa00.htm,away,G,68,100,0,0,6,16,201709070nwe,2017
Eric Fisher,/players/F/FishEr00.htm,away,T,68,100,0,0,6,16,201709070nwe,2017
Alex Smith,/players/S/SmitAl03.htm,away,QB,68,100,0,0,0,0,201709070nwe,2017
Travis Kelce,/players/K/KelcTr00.htm,away,TE,67,99,0,0,0,0,201709070nwe,2017
Chris Conley,/players/C/ConlCh00.htm,away,WR,64,94,0,0,0,0,201709070nwe,2017
Tyreek Hill,/players/H/HillTy00.htm,away,WR,50,74,0,0,4,11,201709070nwe,2017
Albert Wilson,/players/W/WilsAl02.htm,away,WR,39,57,0,0,15,39,201709070nwe,2017
Kareem Hunt,/players/H/HuntKa00.htm,away,RB,39,57,0,0,0,0,201709070nwe,2017
Demetrius Harris,/players/H/HarrDe03.htm,away,TE,25,37,0,0,20,53,201709070nwe,2017
Charcandrick West,/players/W/WestCh01.htm,away,RB,23,34,0,0,0,0,201709070nwe,2017
Anthony Sherman,/players/S/SherAn00.htm,away,FB,12,18,0,0,32,84,201709070nwe,2017
De'Anthony Thomas,/players/T/ThomDe05.htm,away,WR,8,12,0,0,31,82,201709070nwe,2017
Ross Travis,/players/T/TravRo00.htm,away,TE,8,12,0,0,0,0,201709070nwe,2017
Demarcus Robinson,/players/R/RobiDe01.htm,away,WR,5,7,0,0,9,24,201709070nwe,2017
Justin Houston,/players/H/HousJu00.htm,away,LB,0,0,81,100,0,0,201709070nwe,2017
Derrick Johnson,/players/J/JohnDe25.htm,away,LB,0,0,81,100,0,0,201709070nwe,2017
Marcus Peters,/players/P/PeteMa00.htm,away,CB,0,0,81,100,0,0,201709070nwe,2017
Ron Parker,/players/P/ParkRo01.htm,away,FS,0,0,81,100,0,0,201709070nwe,2017
Dee Ford,/players/F/FordDe00.htm,away,LB,0,0,74,91,0,0,201709070nwe,2017
Terrance Mitchell,/players/M/MitcTe00.htm,away,CB,0,0,74,91,0,0,201709070nwe,2017
Eric Berry,/players/B/BerrEr99.htm,away,SS,0,0,70,86,0,0,201709070nwe,2017
Allen Bailey,/players/B/BailAl00.htm,away,DE,0,0,65,80,5,13,201709070nwe,2017
Phillip Gaines,/players/G/GainPh00.htm,away,CB,0,0,53,65,11,29,201709070nwe,2017
Daniel Sorensen,/players/S/SoreDa01.htm,away,SS,0,0,48,59,32,84,201709070nwe,2017
Chris Jones,/players/J/JoneCh09.htm,away,DE,0,0,48,59,5,13,201709070nwe,2017
Bennie Logan,/players/L/LogaBe00.htm,away,NT,0,0,44,54,5,13,201709070nwe,2017
Rakeem Nunez-Roches,/players/N/NuneRa00.htm,away,DE,0,0,31,38,0,0,201709070nwe,2017
Ramik Wilson,/players/W/WilsRa00.htm,away,LB,0,0,25,31,5,13,201709070nwe,2017
Eric Murray,/players/M/MurrEr00.htm,away,FS,0,0,13,16,32,84,201709070nwe,2017
Roy Miller,/players/M/MillRo99.htm,away,NT,0,0,13,16,0,0,201709070nwe,2017
Frank Zombo,/players/Z/ZombFr00.htm,away,LB,0,0,7,9,32,84,201709070nwe,2017
Kevin Pierre-Louis,/players/P/PierKe00.htm,away,LB,0,0,2,2,32,84,201709070nwe,2017
Terrance Smith,/players/S/SmitTe04.htm,away,LB,0,0,0,0,27,71,201709070nwe,2017
Jehu Chesson,/players/C/ChesJe00.htm,away,WR,0,0,0,0,15,39,201709070nwe,2017
Dustin Colquitt,/players/C/ColqDu20.htm,away,P,0,0,0,0,14,37,201709070nwe,2017
James Winchester,/players/W/WincJa00.htm,away,LS,0,0,0,0,14,37,201709070nwe,2017
Cairo Santos,/players/S/SantCa01.htm,away,K,0,0,0,0,13,34,201709070nwe,2017
Kenneth Acker,/players/A/AckeKe00.htm,away,CB,0,0,0,0,13,34,201709070nwe,2017
Ukeme Eligwe,/players/E/EligUk00.htm,away,LB,0,0,0,0,11,29,201709070nwe,2017
Zach Fulton,/players/F/FultZa00.htm,away,G,0,0,0,0,6,16,201709070nwe,2017
Tanoh Kpassagnon,/players/K/KpasTa00.htm,away,LB,0,0,0,0,5,13,201709070nwe,2017
Josh Sitton,/players/S/SittJo20.htm,home,G,67,100,0,0,3,12,201709100chi,2017
Charles Leno Jr.,/players/L/LenoCh00.htm,home,T,67,100,0,0,3,12,201709100chi,2017
Bobby Massie,/players/M/MassBo00.htm,home,T,67,100,0,0,3,12,201709100chi,2017
Tom Compton,/players/C/CompTo00.htm,home,T,67,100,0,0,3,12,201709100chi,2017
Mike Glennon,/players/G/GlenMi00.htm,home,QB,67,100,0,0,0,0,201709100chi,2017
Cody Whitehair,/players/W/WhitCo03.htm,home,C,67,100,0,0,0,0,201709100chi,2017
Dion Sims,/players/S/SimsDi00.htm,home,TE,48,72,0,0,3,12,201709100chi,2017
Kevin White,/players/W/WhitKe00.htm,home,WR,47,70,0,0,0,0,201709100chi,2017
Deonte Thompson,/players/T/ThomDe04.htm,home,WR,44,66,0,0,5,19,201709100chi,2017
Zach Miller,/players/M/MillZa02.htm,home,TE,40,60,0,0,4,15,201709100chi,2017
Kendall Wright,/players/W/WrigKe01.htm,home,WR,39,58,0,0,0,0,201709100chi,2017
Jordan Howard,/players/H/HowaJo00.htm,home,RB,38,57,0,0,0,0,201709100chi,2017
Josh Bellamy,/players/B/BellJo02.htm,home,WR,33,49,0,0,10,38,201709100chi,2017
Tarik Cohen,/players/C/CoheTa00.htm,home,RB,28,42,0,0,3,12,201709100chi,2017
Adam Shaheen,/players/S/ShahAd00.htm,home,TE,8,12,0,0,17,65,201709100chi,2017
Michael Burton,/players/B/BurtMi00.htm,home,FB,6,9,0,0,6,23,201709100chi,2017
Benny Cunningham,/players/C/CunnBe01.htm,home,RB,4,6,0,0,6,23,201709100chi,2017
Eddie Jackson,/players/J/JackEd01.htm,home,FS,0,0,59,100,9,35,201709100chi,2017
Marcus Cooper,/players/C/CoopMa00.htm,home,CB,0,0,59,100,5,19,201709100chi,2017
Kyle Fuller,/players/F/FullKy00.htm,home,CB,0,0,59,100,0,0,201709100chi,2017
Quintin Demps,/players/D/DempQu99.htm,home,SS,0,0,59,100,0,0,201709100chi,2017
Jerrell Freeman,/players/F/FreeJe00.htm,home,LB,0,0,56,95,0,0,201709100chi,2017
Leonard Floyd,/players/F/FloyLe00.htm,home,LB,0,0,55,93,0,0,201709100chi,2017
Akiem Hicks,/players/H/HickAk00.htm,home,DE,0,0,49,83,5,19,201709100chi,2017
Danny Trevathan,/players/T/TrevDa00.htm,home,LB,0,0,42,71,0,0,201709100chi,2017
Eddie Goldman,/players/G/GoldEd00.htm,home,NT,0,0,40,68,5,19,201709100chi,2017
Sam Acho,/players/A/AchoSa00.htm,home,LB,0,0,39,66,18,69,201709100chi,2017
Mitch Unrein,/players/U/UnreMi00.htm,home,DE,0,0,31,53,8,31,201709100chi,2017
Bryce Callahan,/players/C/CallBr00.htm,home,CB,0,0,31,53,0,0,201709100chi,2017
Jonathan Bullard,/players/B/BullJo00.htm,home,DE,0,0,21,36,0,0,201709100chi,2017
Willie Young,/players/Y/YounWi99.htm,home,LB,0,0,20,34,0,0,201709100chi,2017
Roy Robertson-Harris,/players/R/RobeRo00.htm,home,DE,0,0,18,31,14,54,201709100chi,2017
Nick Kwiatkoski,/players/K/KwiaNi00.htm,home,LB,0,0,7,12,23,88,201709100chi,2017
Pernell McPhee,/players/M/McPhPe00.htm,home,LB,0,0,4,7,0,0,201709100chi,2017
Sherrick McManis,/players/M/McMaSh99.htm,home,CB,0,0,0,0,23,88,201709100chi,2017
Christian Jones,/players/J/JoneCh05.htm,home,LB,0,0,0,0,23,88,201709100chi,2017
Adrian Amos,/players/A/AmosAd00.htm,home,FS,0,0,0,0,23,88,201709100chi,2017
Daniel Brown,/players/B/BrowDa04.htm,home,TE,0,0,0,0,18,69,201709100chi,2017
Deon Bush,/players/B/BushDe00.htm,home,SS,0,0,0,0,13,50,201709100chi,2017
Pat O'Donnell,/players/O/ODonPa00.htm,home,P,0,0,0,0,8,31,201709100chi,2017
Andrew DePaola,/players/D/DePaAn00.htm,home,LS,0,0,0,0,8,31,201709100chi,2017
Cre'von LeBlanc,/players/L/LeBlCr01.htm,home,CB,0,0,0,0,7,27,201709100chi,2017
Connor Barth,/players/B/barthco01.htm,home,K,0,0,0,0,7,27,201709100chi,2017
Bradley Sowell,/players/S/SoweBr00.htm,home,T,0,0,0,0,3,12,201709100chi,2017
Jake Matthews,/players/M/MattJa00.htm,away,T,59,100,0,0,5,19,201709100chi,2017
Andy Levitre,/players/L/LeviAn20.htm,away,G,59,100,0,0,5,19,201709100chi,2017
Ryan Schraeder,/players/S/SchrRy00.htm,away,T,59,100,0,0,5,19,201709100chi,2017
Wes Schweitzer,/players/S/SchwWe00.htm,away,G,59,100,0,0,5,19,201709100chi,2017
Matt Ryan,/players/R/RyanMa00.htm,away,QB,59,100,0,0,0,0,201709100chi,2017
Alex Mack,/players/M/MackAl20.htm,away,C,59,100,0,0,0,0,201709100chi,2017
Mohamed Sanu,/players/S/SanuMo00.htm,away,WR,48,81,0,0,0,0,201709100chi,2017
Julio Jones,/players/J/JoneJu02.htm,away,WR,48,81,0,0,0,0,201709100chi,2017
Austin Hooper,/players/H/HoopAu00.htm,away,TE,47,80,0,0,5,19,201709100chi,2017
Devonta Freeman,/players/F/FreeDe00.htm,away,RB,36,61,0,0,0,0,201709100chi,2017
Taylor Gabriel,/players/G/GabrTa00.htm,away,WR,31,53,0,0,0,0,201709100chi,2017
Levine Toilolo,/players/T/ToilLe00.htm,away,TE,29,49,0,0,8,31,201709100chi,2017
Tevin Coleman,/players/C/ColeTe01.htm,away,RB,24,41,0,0,0,0,201709100chi,2017
Justin Hardy,/players/H/HardJu00.htm,away,WR,15,25,0,0,16,62,201709100chi,2017
Derrick Coleman,/players/C/ColeDe00.htm,away,FB,13,22,0,0,16,62,201709100chi,2017
Eric Saubert,/players/S/SaubEr00.htm,away,TE,2,3,0,0,16,62,201709100chi,2017
Andre Roberts,/players/R/RobeAn00.htm,away,WR,2,3,0,0,9,35,201709100chi,2017
Robert Alford,/players/A/AlfoRo00.htm,away,CB,0,0,67,100,11,42,201709100chi,2017
Deion Jones,/players/J/JoneDe01.htm,away,LB,0,0,67,100,5,19,201709100chi,2017
Keanu Neal,/players/N/NealKe01.htm,away,FS,0,0,67,100,5,19,201709100chi,2017
Ricardo Allen,/players/A/AlleRi00.htm,away,SS,0,0,67,100,3,12,201709100chi,2017
Desmond Trufant,/players/T/TrufDe00.htm,away,CB,0,0,65,97,8,31,201709100chi,2017
Grady Jarrett,/players/J/JarrGr00.htm,away,DT,0,0,51,76,5,19,201709100chi,2017
Duke Riley,/players/R/RileDu00.htm,away,LB,0,0,49,73,6,23,201709100chi,2017
De'Vondre Campbell,/players/C/CampDe00.htm,away,LB,0,0,47,70,2,8,201709100chi,2017
Dontari Poe,/players/P/PoexDo00.htm,away,DT,0,0,43,64,2,8,201709100chi,2017
Brian Poole,/players/P/PoolBr01.htm,away,CB,0,0,36,54,5,19,201709100chi,2017
Brooks Reed,/players/R/ReedBr00.htm,away,DE,0,0,32,48,6,23,201709100chi,2017
Jack Crawford,/players/C/CrawJa00.htm,away,DT,0,0,31,46,7,27,201709100chi,2017
Vic Beasley,/players/B/BeasVi00.htm,away,LB,0,0,30,45,2,8,201709100chi,2017
Derrick Shelby,/players/S/ShelDe00.htm,away,LB,0,0,26,39,3,12,201709100chi,2017
Adrian Clayborn,/players/C/ClayAd00.htm,away,DE,0,0,25,37,2,8,201709100chi,2017
Courtney Upshaw,/players/U/UpshCo00.htm,away,DE,0,0,18,27,0,0,201709100chi,2017
Takkarist McKinley,/players/M/McKiTa00.htm,away,DE,0,0,14,21,0,0,201709100chi,2017
Damontae Kazee,/players/K/KazeDa00.htm,away,SS,0,0,2,3,13,50,201709100chi,2017
Kemal Ishmael,/players/I/IshmKe00.htm,away,FS,0,0,0,0,19,73,201709100chi,2017
C.J. Goodwin,/players/G/GoodC.00.htm,away,CB,0,0,0,0,19,73,201709100chi,2017
Terron Ward,/players/W/WardTe00.htm,away,RB,0,0,0,0,16,62,201709100chi,2017
Matthew Bosher,/players/B/BoshMa00.htm,away,P,0,0,0,0,14,54,201709100chi,2017
Jermaine Grace,/players/G/GracJe00.htm,away,LB,0,0,0,0,13,50,201709100chi,2017
Ben Garland,/players/G/GarlBe00.htm,away,G,0,0,0,0,9,35,201709100chi,2017
Josh Harris,/players/H/HarrJo02.htm,away,LS,0,0,0,0,8,31,201709100chi,2017
Ty Sambrailo,/players/S/SambTy00.htm,away,T,0,0,0,0,5,19,201709100chi,2017
Matt Bryant,/players/B/bryanmat01.htm,away,K,0,0,0,0,5,19,201709100chi,2017
Ayodeji Olatoye,/players/O/OlatAy00.htm,away,CB,0,0,0,0,3,12,201709100chi,2017
Richie Incognito,/players/I/IncoRi20.htm,home,G,77,100,0,0,4,15,201709100buf,2017
John Miller,/players/M/MillJo04.htm,home,G,77,100,0,0,4,15,201709100buf,2017
Jordan Mills,/players/M/MillJo02.htm,home,T,77,100,0,0,4,15,201709100buf,2017
Tyrod Taylor,/players/T/TaylTy00.htm,home,QB,77,100,0,0,0,0,201709100buf,2017
Eric Wood,/players/W/WoodEr20.htm,home,C,77,100,0,0,0,0,201709100buf,2017
Jordan Matthews,/players/M/MattJo00.htm,home,WR,67,87,0,0,0,0,201709100buf,2017
Zay Jones,/players/J/JoneZa00.htm,home,WR,66,86,0,0,0,0,201709100buf,2017
Charles Clay,/players/C/ClayCh00.htm,home,TE,65,84,0,0,0,0,201709100buf,2017
Cordy Glenn,/players/G/GlenCo00.htm,home,T,56,73,0,0,4,15,201709100buf,2017
LeSean McCoy,/players/M/McCoLe01.htm,home,RB,54,70,0,0,0,0,201709100buf,2017
Nick O'Leary,/players/O/OLeaNi00.htm,home,TE,43,56,0,0,14,54,201709100buf,2017
Andre Holmes,/players/H/HolmAn00.htm,home,WR,39,51,0,0,12,46,201709100buf,2017
Mike Tolbert,/players/T/TolbMi00.htm,home,FB,23,30,0,0,0,0,201709100buf,2017
Dion Dawkins,/players/D/DawkDi00.htm,home,T,21,27,0,0,4,15,201709100buf,2017
Patrick DiMarco,/players/D/DiMaPa00.htm,home,FB,20,26,0,0,10,38,201709100buf,2017
Logan Thomas,/players/T/ThomLo00.htm,home,TE,6,8,0,0,4,15,201709100buf,2017
Brandon Tate,/players/T/TateBr00.htm,home,WR,2,3,0,0,10,38,201709100buf,2017
Tre'Davious White,/players/W/WhitTr01.htm,home,CB,0,0,58,100,2,8,201709100buf,2017
Jordan Poyer,/players/P/PoyeJo00.htm,home,FS,0,0,58,100,2,8,201709100buf,2017
Micah Hyde,/players/H/HydeMi00.htm,home,SS,0,0,58,100,2,8,201709100buf,2017
Preston Brown,/players/B/BrowPr00.htm,home,LB,0,0,58,100,2,8,201709100buf,2017
Ramon Humber,/players/H/HumbRa00.htm,home,LB,0,0,57,98,8,31,201709100buf,2017
E.J. Gaines,/players/G/GainE.00.htm,home,CB,0,0,47,81,2,8,201709100buf,2017
Leonard Johnson,/players/J/JohnLe03.htm,home,CB,0,0,46,79,10,38,201709100buf,2017
Jerry Hughes,/players/H/HughJe99.htm,home,DE,0,0,46,79,0,0,201709100buf,2017
Kyle Williams,/players/W/WillKy20.htm,home,DT,0,0,43,74,2,8,201709100buf,2017
Shaq Lawson,/players/L/LawsSh00.htm,home,DE,0,0,37,64,1,4,201709100buf,2017
Marcell Dareus,/players/D/DareMa00.htm,home,DT,0,0,34,59,2,8,201709100buf,2017
Lorenzo Alexander,/players/A/AlexLo99.htm,home,LB,0,0,25,43,8,31,201709100buf,2017
Ryan Davis,/players/D/DaviRy00.htm,home,DE,0,0,21,36,6,23,201709100buf,2017
Adolphus Washington,/players/W/WashAd00.htm,home,DT,0,0,15,26,0,0,201709100buf,2017
Cedric Thornton,/players/T/ThorCe00.htm,home,DT,0,0,13,22,0,0,201709100buf,2017
Shareece Wright,/players/W/WrigSh00.htm,home,CB,0,0,11,19,10,38,201709100buf,2017
Eddie Yarbrough,/players/Y/YarbEd01.htm,home,DE,0,0,11,19,5,19,201709100buf,2017
Matt Milano,/players/M/MilaMa00.htm,home,LB,0,0,0,0,20,77,201709100buf,2017
Joe Webb,/players/W/WebbJo00.htm,home,QB,0,0,0,0,20,77,201709100buf,2017
Joe Banyard,/players/B/BanyJo00.htm,home,RB,0,0,0,0,20,77,201709100buf,2017
Trae Elston,/players/E/ElstTr01.htm,home,SS,0,0,0,0,18,69,201709100buf,2017
Taiwan Jones,/players/J/JoneTa00.htm,home,RB,0,0,0,0,16,62,201709100buf,2017
Deon Lacey,/players/L/LaceDe00.htm,home,LB,0,0,0,0,14,54,201709100buf,2017
Colt Anderson,/players/A/AndeCo01.htm,home,FS,0,0,0,0,14,54,201709100buf,2017
Colton Schmidt,/players/S/SchmCo00.htm,home,P,0,0,0,0,10,38,201709100buf,2017
Reid Ferguson,/players/F/FergRe00.htm,home,LS,0,0,0,0,10,38,201709100buf,2017
Stephen Hauschka,/players/H/HausSt00.htm,home,K,0,0,0,0,8,31,201709100buf,2017
Ryan Groy,/players/G/GroyRy00.htm,home,G,0,0,0,0,4,15,201709100buf,2017
Brian Winters,/players/W/WintBr00.htm,away,G,58,100,0,0,2,8,201709100buf,2017
Brandon Shell,/players/S/ShelBr00.htm,away,T,58,100,0,0,2,8,201709100buf,2017
James Carpenter,/players/C/CarpJa00.htm,away,G,58,100,0,0,2,8,201709100buf,2017
Kelvin Beachum,/players/B/BeacKe00.htm,away,T,58,100,0,0,0,0,201709100buf,2017
Josh McCown,/players/M/McCoJo01.htm,away,QB,58,100,0,0,0,0,201709100buf,2017
Wesley Johnson,/players/J/JohnWe00.htm,away,C,58,100,0,0,0,0,201709100buf,2017
Robby Anderson,/players/A/AndeRo04.htm,away,WR,57,98,0,0,0,0,201709100buf,2017
Jermaine Kearse,/players/K/KearJe01.htm,away,WR,55,95,0,0,0,0,201709100buf,2017
ArDarius Stewart,/players/S/StewAr00.htm,away,WR,38,66,0,0,0,0,201709100buf,2017
Will Tye,/players/T/TyexWi00.htm,away,TE,37,64,0,0,17,65,201709100buf,2017
Matt Forte,/players/F/FortMa00.htm,away,RB,35,60,0,0,0,0,201709100buf,2017
Bilal Powell,/players/P/PoweBi00.htm,away,RB,30,52,0,0,10,38,201709100buf,2017
Eric Tomlinson,/players/T/TomlEr01.htm,away,TE,13,22,0,0,3,12,201709100buf,2017
Brent Qvale,/players/Q/QvalBr01.htm,away,T,12,21,0,0,6,23,201709100buf,2017
Chad Hansen,/players/H/HansCh00.htm,away,WR,12,21,0,0,0,0,201709100buf,2017
Charone Peake,/players/P/PeakCh00.htm,away,WR,1,2,0,0,20,77,201709100buf,2017
Marcus Maye,/players/M/MayeMa00.htm,away,FS,0,0,77,100,8,31,201709100buf,2017
Demario Davis,/players/D/DaviDe00.htm,away,LB,0,0,77,100,4,15,201709100buf,2017
Jamal Adams,/players/A/AdamJa00.htm,away,SS,0,0,75,97,8,31,201709100buf,2017
Morris Claiborne,/players/C/ClaiMo00.htm,away,CB,0,0,75,97,0,0,201709100buf,2017
Buster Skrine,/players/S/SkriBu00.htm,away,CB,0,0,74,96,4,15,201709100buf,2017
Leonard Williams,/players/W/WillLe02.htm,away,DE,0,0,70,91,4,15,201709100buf,2017
Muhammad Wilkerson,/players/W/WilkMu00.htm,away,DE,0,0,68,88,4,15,201709100buf,2017
Darron Lee,/players/L/LeexDa00.htm,away,LB,0,0,63,82,6,23,201709100buf,2017
Steve McLendon,/players/M/McLeSt00.htm,away,NT,0,0,47,61,3,12,201709100buf,2017
Kony Ealy,/players/E/EalyKo00.htm,away,DE,0,0,43,56,1,4,201709100buf,2017
Jordan Jenkins,/players/J/JenkJo01.htm,away,LB,0,0,42,55,12,46,201709100buf,2017
Josh Martin,/players/M/MartJo02.htm,away,LB,0,0,38,49,26,100,201709100buf,2017
Juston Burris,/players/B/BurrJu00.htm,away,CB,0,0,30,39,4,15,201709100buf,2017
Mike Pennel,/players/P/PennMi00.htm,away,NT,0,0,19,25,6,23,201709100buf,2017
Claude Pelon,/players/P/PeloCl00.htm,away,DE,0,0,17,22,0,0,201709100buf,2017
Julian Stanford,/players/S/StanJu00.htm,away,LB,0,0,15,19,24,92,201709100buf,2017
Terrence Brooks,/players/B/BrooTe00.htm,away,SS,0,0,9,12,20,77,201709100buf,2017
Dylan Donahue,/players/D/DonaDy00.htm,away,LB,0,0,6,8,8,31,201709100buf,2017
Darryl Roberts,/players/R/RobeDa00.htm,away,CB,0,0,1,1,6,23,201709100buf,2017
Edmond Robinson,/players/R/RobiEd00.htm,away,LB,0,0,0,0,18,69,201709100buf,2017
Marcus Williams,/players/W/WillMa03.htm,away,CB,0,0,0,0,12,46,201709100buf,2017
Kalif Raymond,/players/R/RaymKa00.htm,away,WR,0,0,0,0,10,38,201709100buf,2017
Lac Edwards,/players/E/EdwaLa01.htm,away,P,0,0,0,0,8,31,201709100buf,2017
Thomas Hennessy,/players/H/HennTh00.htm,away,LS,0,0,0,0,8,31,201709100buf,2017
Elijah McGuire,/players/M/McGuEl00.htm,away,RB,0,0,0,0,6,23,201709100buf,2017
Chandler Catanzaro,/players/C/CataCh00.htm,away,K,0,0,0,0,6,23,201709100buf,2017
Bruce Carter,/players/C/CartBr00.htm,away,LB,0,0,0,0,4,15,201709100buf,2017
Jonotthan Harrison,/players/H/HarrJo03.htm,away,C,0,0,0,0,2,8,201709100buf,2017
Ben Ijalana,/players/I/IjalBe00.htm,away,T,0,0,0,0,2,8,201709100buf,2017
Taylor Lewan,/players/L/LewaTa00.htm,home,T,64,100,0,0,5,17,201709100oti,2017
Josh Kline,/players/K/KlinJo01.htm,home,G,64,100,0,0,5,17,201709100oti,2017
Jack Conklin,/players/C/ConkJa00.htm,home,T,64,100,0,0,5,17,201709100oti,2017
Quinton Spain,/players/S/SpaiQu00.htm,home,G,64,100,0,0,5,17,201709100oti,2017
Marcus Mariota,/players/M/MariMa01.htm,home,QB,64,100,0,0,0,0,201709100oti,2017
Ben Jones,/players/J/JoneBe01.htm,home,C,64,100,0,0,0,0,201709100oti,2017
Eric Decker,/players/D/DeckEr00.htm,home,WR,60,94,0,0,0,0,201709100oti,2017
Delanie Walker,/players/W/WalkHu00.htm,home,TE,53,83,0,0,0,0,201709100oti,2017
Rishard Matthews,/players/M/MattRi00.htm,home,WR,53,83,0,0,0,0,201709100oti,2017
DeMarco Murray,/players/M/MurrDe00.htm,home,RB,47,73,0,0,0,0,201709100oti,2017
Corey Davis,/players/D/DaviCo03.htm,home,WR,42,66,0,0,0,0,201709100oti,2017
Jonnu Smith,/players/S/SmitJo01.htm,home,TE,23,36,0,0,6,20,201709100oti,2017
Derrick Henry,/players/H/HenrDe00.htm,home,RB,18,28,0,0,0,0,201709100oti,2017
