season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2020,Tarell Basham,BashTa00,NYJ,26,LOLB,16,9,0,9,6,0.667,64,10.7,7.1,2,126.9,0.6,-1,65,63,9,9,3.5,23,36,5,0.122,2022-01-26
2020,Raekwon Davis,DaviRa03,MIA,23,NT,16,12,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,0,0,2,40,3,0.07,2022-01-26
2020,Rashan Gary,GaryRa00,GB,23,NA,15,4,0,0,0,NA,30,NA,NA,0,NA,NA,0,30,23,8,5,5,19,35,1,0.027999999999999997,2022-01-26
2020,Holton Hill,HillHo00,MIN,23,NA,4,2,0,27,18,0.667,250,13.9,9.3,2,120.9,12.2,205,45,1,0,0,1,1,24,2,0.077,2022-01-26
2020,Justin Houston,HousJu00,IND,31,LDE,16,16,0,3,1,0.33299999999999996,9,9,3,0,42.4,0.7,7,2,6,12,3,8,25,25,2,0.07400000000000001,2022-01-26
2020,Jerry Hughes,HughJe99,BUF,32,LDE,15,15,1,3,2,0.667,15,7.5,5,0,38.9,0,1,14,0,12,7,4.5,25,29,11,0.275,2022-01-26
2020,Justin Jones,JoneJu03,LAC,24,LDT,13,12,0,1,1,1,8,8,8,0,100,8,8,0,0,1,3,1,5,34,1,0.028999999999999998,2022-01-26
2020,Cre'von LeBlanc,LeBlCr01,PHI,26,NA,9,1,0,32,25,0.7809999999999999,243,9.7,7.6,1,108.7,6.2,127,116,11,0,0,1,1,22,5,0.185,2022-01-26
2020,Tyquan Lewis,LewiTy00,IND,25,NA,16,4,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,10,1,4,16,24,3,0.111,2022-01-26
2020,Benson Mayowa,MayoBe00,SEA,29,LOLB,13,9,0,6,3,0.5,22,7.3,3.7,0,59,0.8,1,21,13,11,5,6,22,24,4,0.14300000000000002,2022-01-26
2020,Benardrick McKinney,McKiBe00,HOU,28,NA,4,4,0,7,3,0.429,18,6,2.6,0,50.3,5,3,15,14,0,0,0,0,37,4,0.098,2022-01-26
2020,Al-Quadin Muhammad,MuhaAl00,IND,25,NA,16,0,0,2,0,0,0,NA,0,0,39.6,8.5,0,0,0,8,4,2,14,23,1,0.042,2022-01-26
2020,Sharrod Neasman,NeasSh00,ATL,29,NA,16,2,0,9,7,0.778,91,13,10.1,0,108.8,13.7,61,30,3,0,0,1,1,27,2,0.069,2022-01-26
2020,John Penisini,PeniJo00,DET,23,RDT,16,12,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,1,1,35,3,0.079,2022-01-26
2020,Sheldrick Redwine,RedwSh00,CLE,24,NA,15,3,1,8,6,0.75,78,13,9.8,0,65.6,12.3,49,29,8,1,0,0.5,2,27,3,0.1,2022-01-26
2020,Jerry Tillery,TillJe00,LAC,24,de,16,11,0,2,1,0.5,13,13,6.5,1,110.4,-4.5,-3,16,0,7,12,3,22,30,9,0.231,2022-01-26
2020,Brandon Williams,WillBr02,BAL,31,NT,13,13,0,1,1,1,6,6,6,0,91.7,2,2,4,0,3,1,0,4,33,0,0,2022-01-26
2020,Derek Wolfe,WolfDe00,BAL,30,RDE,14,8,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,3,1,6,51,3,0.055999999999999994,2022-01-26
2020,Ricardo Allen,AlleRi00,ATL,29,SS,12,12,2,23,13,0.565,278,21.4,12.1,3,102.9,18,223,55,4,0,0,0,0,25,1,0.038,2022-01-26
2020,Adam Butler,ButlAd00,NE,26,NA,15,4,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,8,3,4,15,34,1,0.028999999999999998,2022-01-26
2020,Calais Campbell,CampCa99,BAL,34,LDE,12,12,0,1,1,1,-6,-6,-6,0,79.2,-4,-4,-2,0,3,5,4,13,28,6,0.17600000000000002,2022-01-26
2020,Samson Ebukam,EbukSa00,LA,25,LOLB,16,14,0,1,0,0,14,NA,14,0,79.2,-1,2,12,29,5,3,4.5,13,31,3,0.08800000000000001,2022-01-26
2020,Clelin Ferrell,FerrCl00,LV,23,LDE,11,11,0,2,2,1,29,14.5,14.5,0,118.7,-1.5,-3,32,0,10,8,2,21,27,3,0.1,2022-01-26
2020,Phillip Gaines,GainPh00,HOU,29,NA,12,2,0,28,17,0.607,300,17.6,10.7,5,136.9,12.4,210,90,0,0,0,0,0,24,1,0.04,2022-01-26
2020,Adam Gotsis,GotsAd00,JAX,28,RDE,16,14,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,3,0,5,37,5,0.11900000000000001,2022-01-26
2020,Everson Griffen,GrifEv99,2TM,33,NA,14,2,0,1,1,1,21,21,21,0,118.7,0,0,21,5,9,7,6,23,33,6,0.154,2022-01-26
2020,P.J. Hall,HallP.00,HOU,25,RDE,10,9,0,1,1,1,6,6,6,0,91.7,0,0,6,0,3,1,1,5,34,1,0.028999999999999998,2022-01-26
2020,Justin Hollins,HollJu00,LA,24,NA,16,0,0,5,4,0.8,59,14.8,11.8,0,115.8,9.8,34,25,34,0,2,3,6,28,1,0.034,2022-01-26
2020,Chris Jones,JoneCh06,2TM,25,NA,9,3,0,31,23,0.742,267,11.6,8.6,2,121.3,10.2,193,74,0,0,0,0,0,19,4,0.174,2022-01-26
2020,Carl Lawson,LawsCa00,CIN,25,RDE,16,11,0,3,3,1,28,9.3,9.3,0,105.6,3.3,10,18,5,11,26,5.5,44,36,2,0.053,2022-01-26
2020,David Mayo,MayoDa00,NYG,27,NA,11,2,0,10,10,1,86,8.6,8.6,0,102.5,1.7,17,69,11,0,0,0,0,29,2,0.065,2022-01-26
2020,Brennan Scarlett,ScarBr00,HOU,27,ROLB,11,4,0,6,3,0.5,23,7.7,3.8,0,59.7,-0.8,7,16,18,2,1,0,3,28,6,0.17600000000000002,2022-01-26
2020,M.J. Stewart,StewM.00,CLE,25,NA,16,0,2,21,14,0.667,184,13.1,8.8,2,86.3,8.4,105,79,17,3,0,1,4,22,2,0.083,2022-01-26
2020,Deionte Thompson,ThomDe06,ARI,23,fs,13,4,0,19,8,0.42100000000000004,84,10.5,4.4,2,90.7,9.2,26,58,3,0,1,0,1,27,5,0.156,2022-01-26
2020,Tanner Vallejo,VallTa00,ARI,26,NA,16,0,0,8,4,0.5,25,6.3,3.1,0,56.8,4.6,0,25,7,0,2,1,3,26,1,0.037000000000000005,2022-01-26
2020,Tyson Alualu,AluaTy99,PIT,33,NT,15,10,0,2,2,1,43,21.5,21.5,0,118.7,-1,-2,45,0,2,4,2,8,38,5,0.11599999999999999,2022-01-26
2020,Corey Ballentine,BallCo00,2TM,24,NA,15,2,0,8,6,0.75,79,13.2,9.9,1,145.3,9,60,19,2,1,0,0,1,20,1,0.048,2022-01-26
2020,Tyus Bowser,BowsTy00,BAL,25,NA,16,2,3,15,10,0.667,87,8.7,5.8,0,42.2,3.7,22,65,83,8,12,2,22,34,11,0.244,2022-01-26
2020,Markus Golden,GoldMa00,2TM,29,NA,16,9,1,8,6,0.75,18,3,2.3,0,37.5,-1.5,-25,43,71,10,15,4.5,30,33,3,0.083,2022-01-26
2020,Dontae Johnson,JohnDo02,SF,29,NA,14,3,0,28,19,0.679,200,10.5,7.1,1,100.3,7.4,135,65,9,0,1,1,2,23,5,0.179,2022-01-26
2020,Damontae Kazee,KazeDa00,ATL,27,NA,4,4,0,4,3,0.75,54,18,13.5,0,116.7,16.3,48,6,4,0,0,0,0,20,2,0.091,2022-01-26
2020,Shaq Lawson,LawsSh00,MIA,26,lolb,14,7,0,2,1,0.5,6,6,3,0,56.2,8,8,-2,19,6,14,4,25,32,2,0.059000000000000004,2022-01-26
2020,Frankie Luvu,LuvuFr00,NYJ,24,NA,13,3,0,12,10,0.833,106,10.6,8.8,1,131.2,4.8,53,53,27,3,2,2,7,25,6,0.19399999999999998,2022-01-26
2020,Kamal Martin,MartKa01,GB,22,rilb,10,6,0,5,4,0.8,51,12.8,10.2,0,109.2,2.2,15,36,12,1,1,1,3,24,3,0.111,2022-01-26
2020,Raekwon McMillan,McMiRa02,LV,25,NA,16,4,0,7,5,0.7140000000000001,61,12.2,8.7,0,97.9,14.7,42,19,11,0,0,0,0,27,5,0.156,2022-01-26
2020,Carl Nassib,NassCa00,LV,27,lde,14,5,1,3,1,0.33299999999999996,12,12,4,0,6.9,6,11,1,0,6,6,2.5,15,28,7,0.2,2022-01-26
2020,Isaac Rochell,RochIs00,LAC,25,rde,16,6,0,1,1,1,14,14,14,0,118.7,-4,-4,18,0,5,1,2.5,9,29,3,0.094,2022-01-26
2020,Shy Tuttle,TuttSh00,NO,25,NA,13,3,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,1,0,3,28,4,0.125,2022-01-26
2020,Brent Urban,UrbaBr00,CHI,29,DT,16,8,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,4,1,2.5,8,36,1,0.027000000000000003,2022-01-26
2020,Carlos Watkins,WatkCa00,HOU,27,lolb,16,11,0,2,1,0.5,5,5,2.5,0,56.2,-3,-4,9,0,3,0,2,5,27,1,0.036000000000000004,2022-01-26
2020,K'Waun Williams,WillKW00,SF,29,NA,8,4,0,20,15,0.75,83,5.5,4.2,0,81.9,3.5,31,52,26,2,0,2,4,22,3,0.12,2022-01-26
2020,Ahkello Witherspoon,WithAh00,SF,25,NA,11,4,1,32,19,0.594,177,9.3,5.5,2,82.4,9.8,112,65,2,1,0,0,1,20,1,0.048,2022-01-26
2020,Daryl Worley,WorlDa00,3TM,25,NA,10,5,0,18,12,0.667,338,28.2,18.8,5,149.3,15.4,174,164,5,0,0,0,0,22,3,0.12,2022-01-26
2020,Terrence Brooks,BrooTe00,NE,28,NA,14,2,0,10,9,0.9,160,17.8,16,0,118.7,15.6,96,64,10,0,1,0,1,23,3,0.115,2022-01-26
2020,Devin Bush Jr.,BushDe01,PIT,22,lilb,5,5,0,22,14,0.636,151,10.8,6.9,1,98.9,6.7,95,56,27,1,0,1,3,26,4,0.133,2022-01-26
2020,Tevaughn Campbell,CampTe00,LAC,27,NA,14,4,1,31,20,0.645,251,12.6,8.1,4,115.7,10.8,156,95,6,0,1,0,1,22,2,0.083,2022-01-26
2020,L.J. Collier,CollLJ00,SEA,25,DE,16,16,0,1,1,1,8,8,8,0,100,3,3,5,0,10,4,3,17,22,1,0.043,2022-01-26
2020,Michael Danna,DannMi00,KC,23,NA,13,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,10,3,3,2.5,9,25,3,0.107,2022-01-26
2020,Todd Davis,DaviTo01,MIN,28,lb,11,6,0,22,17,0.773,214,12.6,9.7,1,122.2,4.6,74,140,16,0,0,1,1,35,5,0.125,2022-01-26
2020,Javon Hargrave,HargJa00,PHI,27,LDT,15,11,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,9,2,4.5,17,38,4,0.095,2022-01-26
2020,Jalyn Holmes,HolmJa01,MIN,24,lde,14,9,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,1,8,4,0,12,36,3,0.077,2022-01-26
2020,Dean Marlowe,MarlDe00,BUF,28,NA,15,4,2,13,9,0.6920000000000001,142,15.8,10.9,2,105.3,12.8,106,36,11,0,0,1.5,2,22,4,0.154,2022-01-26
2020,Bilal Nichols,NichBi00,CHI,24,NT,16,16,1,4,2,0.5,10,5,2.5,0,16.7,-3.5,-10,20,0,3,7,5,16,40,3,0.07,2022-01-26
2020,Ifeadi Odenigbo,OdenIf00,MIN,26,LDE,15,15,0,1,1,1,41,41,41,1,158.3,2,2,39,1,12,11,3.5,26,35,4,0.10300000000000001,2022-01-26
2020,Jamal Perry,WiltJo01,MIA,26,NA,13,1,0,7,5,0.7140000000000001,52,10.4,7.4,0,92.6,6.9,22,30,2,0,0,0,0,26,2,0.071,2022-01-26
2020,Richard Sherman,SherRi00,SF,32,lcb,5,5,1,29,21,0.7240000000000001,199,9.5,6.9,4,116.2,8.5,108,91,2,0,0,0,0,18,2,0.1,2022-01-26
2020,Daniel Thomas,ThomDa07,JAX,22,NA,10,2,1,8,4,0.5,25,6.3,3.1,0,17.2,8.9,6,19,7,0,0,0,0,18,2,0.1,2022-01-26
2020,Jalen Thompson,ThomJa04,ARI,22,FS,5,4,0,12,8,0.667,79,9.9,6.6,0,85.1,7.8,50,29,3,0,0,0,0,19,2,0.095,2022-01-26
2020,Desmond Trufant,TrufDe00,DET,30,LCB,6,6,1,32,22,0.688,259,11.8,8.1,3,111.3,9.7,173,86,1,0,0,1,1,20,5,0.2,2022-01-26
2020,D.J. Wonnum,WonnDJ00,MIN,23,NA,14,2,0,1,0,0,0,NA,0,0,39.6,-1,0,0,3,4,6,3,14,24,5,0.172,2022-01-26
2020,Angelo Blackson,BlacAn00,ARI,28,nt,16,9,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,4,5,2.5,12,24,3,0.111,2022-01-26
2020,Tyeler Davison,DaviTy01,ATL,28,RDT,16,15,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,1,0.5,5,36,2,0.053,2022-01-26
2020,Sam Franklin,FranSa00,CAR,24,NA,14,4,0,11,5,0.455,55,11,5,1,91.1,12,49,6,3,0,0,1,1,23,4,0.14800000000000002,2022-01-26
2020,Randy Gregory,GregRa00,DAL,28,NA,10,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,8,3.5,16,21,1,0.045,2022-01-26
2020,Javelin Guidry,GuidJa01,NYJ,22,NA,11,2,0,16,13,0.813,127,9.8,7.9,1,120.6,6.1,87,40,5,0,1,0,1,22,1,0.043,2022-01-26
2020,D.J. Hayden,HaydDJ00,JAX,30,NA,5,1,0,17,15,0.882,158,10.5,9.3,1,125,6.3,89,69,12,0,1,0,1,18,4,0.182,2022-01-26
2020,Marquis Haynes,HaynMa01,CAR,27,NA,15,0,0,4,3,0.75,13,4.3,3.3,0,78.1,3.5,8,5,2,4,2,4,10,18,3,0.14300000000000002,2022-01-26
2020,B.J. Hill,HillB.00,NYG,25,NA,16,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,2,1,6,32,1,0.03,2022-01-26
2020,Malik Jackson,JackMa02,PHI,30,ldt,15,6,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,5,10,2.5,18,28,2,0.067,2022-01-26
2020,Jordan Jenkins,JenkJo01,NYJ,26,ROLB,12,12,0,4,2,0.5,30,15,7.5,0,75,-2.3,-9,39,47,7,3,2,13,32,5,0.135,2022-01-26
2020,Devon Kennard,KennDe00,ARI,29,NA,13,4,0,3,2,0.667,37,18.5,12.3,0,109,2.7,5,32,60,2,6,3,11,19,2,0.095,2022-01-26
2020,Javon Kinlaw,KinlJa00,SF,23,LDT,14,12,1,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,6,2,1.5,10,33,0,0,2022-01-26
2020,Steve McLendon,McLeSt00,2TM,34,NA,15,6,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,0,0,3,31,3,0.08800000000000001,2022-01-26
2020,Trent Murphy,MurpTr00,BUF,30,lde,10,9,0,3,3,1,29,9.7,9.7,0,106.9,6,18,11,0,0,4,2,6,19,2,0.095,2022-01-26
2020,Jacob Phillips,PhilJa01,CLE,21,NA,9,3,0,13,12,0.9229999999999999,108,9,8.3,0,101.3,2.6,27,81,7,1,1,0,2,25,1,0.038,2022-01-26
2020,Jeremy Reaves,ReavJe00,WAS,24,NA,9,3,1,10,7,0.7,98,14,9.8,0,61.7,16.1,84,14,5,1,0,1,2,25,2,0.07400000000000001,2022-01-26
2020,Brandon Rusnak,WatsBr01,JAX,25,NA,16,1,0,10,3,0.3,31,10.3,3.1,0,40,10.4,3,28,4,1,0,0,1,24,3,0.111,2022-01-26
2020,Danny Shelton,ShelDa01,DET,27,LDT,12,12,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,1,3,1,5,37,6,0.14,2022-01-26
2020,James Vaughters,VaugJa01,CHI,27,NA,14,0,0,5,4,0.8,25,6.3,5,0,87.5,1.4,14,11,15,1,0,1.5,3,22,0,0,2022-01-26
2020,K'Von Wallace,WallKV00,PHI,23,NA,15,3,0,9,6,0.667,53,8.8,5.9,0,82.2,3.1,16,37,6,0,0,0,0,21,2,0.087,2022-01-26
2020,Armani Watts,WattAr00,KC,24,NA,16,1,0,8,6,0.75,66,11,8.3,2,138.5,5.6,41,25,2,0,0,0,0,17,4,0.19,2022-01-26
2020,Oren Burks,BurkOr00,GB,25,NA,16,0,0,5,5,1,91,18.2,18.2,0,118.7,9,50,41,3,0,0,0,0,21,1,0.045,2022-01-26
2020,Jadeveon Clowney,ClowJa00,TEN,27,LOLB,8,8,0,2,1,0.5,-2,-2,-1,0,56.2,-3.5,-4,2,10,5,6,0,11,19,4,0.174,2022-01-26
2020,John Cominsky,ComiJo00,ATL,25,NA,13,1,0,1,1,1,11,11,11,0,112.5,-7,-7,18,5,7,2,1,10,28,2,0.067,2022-01-26
2020,Christian Covington,CoviCh00,CIN,27,RDT,16,14,0,1,1,1,20,20,20,0,118.7,-3,-3,23,0,5,1,0,6,39,6,0.133,2022-01-26
2020,Byron Cowart,CowaBy00,NE,24,RDT,14,14,0,1,1,1,2,2,2,0,79.2,-3,-3,5,0,2,2,1,5,27,0,0,2022-01-26
2020,Zaire Franklin,FranZa00,IND,24,NA,16,2,0,2,2,1,28,14,14,0,118.7,7.5,15,13,1,1,0,0,1,19,0,0,2022-01-26
2020,Kristian Fulton,FultKr00,TEN,22,NA,6,2,1,16,11,0.688,143,13,8.9,1,91.4,7,87,56,5,0,0,1,1,16,3,0.158,2022-01-26
2020,Dennis Gardeck,GardDe01,ARI,26,NA,14,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,16,2,3,7,12,16,0,0,2022-01-26
2020,Kevin Givens,GiveKe01,SF,23,NA,13,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,4,2,1,7,19,0,0,2022-01-26
2020,Bryce Hager,HageBr00,NYJ,28,NA,10,2,0,11,10,0.909,111,11.1,10.1,1,139,4.5,44,67,12,0,0,0.5,1,23,2,0.08,2022-01-26
2020,DaVon Hamilton,HamiDa02,JAX,23,ldt,11,6,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,7,2,4,1,7,30,3,0.091,2022-01-26
2020,Shaun Dion Hamilton,DionSh00,WAS,25,NA,14,3,0,8,7,0.875,84,12,10.5,0,110.4,7,31,53,1,0,1,0,1,21,2,0.087,2022-01-26
2020,Harrison Hand,HandHa00,MIN,22,NA,14,1,1,20,11,0.55,148,13.5,7.4,1,74.6,14.4,108,40,0,0,0,0,0,17,3,0.15,2022-01-26
2020,Maurice Hurst Jr.,HursMa00,LV,25,NA,11,3,0,1,1,1,5,5,5,0,87.5,0,0,5,1,2,5,0.5,8,27,3,0.1,2022-01-26
2020,Chris Jackson,JackCh01,TEN,22,NA,11,3,0,27,21,0.778,229,10.9,8.5,1,114.4,9,126,103,8,0,0,0,0,24,4,0.14300000000000002,2022-01-26
2020,Quinton Jefferson,JeffQu00,BUF,27,NA,16,4,0,1,1,1,2,2,2,0,79.2,-5,-5,7,0,2,4,3,9,23,3,0.115,2022-01-26
2020,D.J. Jones,JoneD.01,SF,25,RDT,14,14,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,0,3,6,20,0,0,2022-01-26
2020,Dean Lowry,LowrDe00,GB,26,LDE,16,16,0,1,1,1,-1,-1,-1,0,79.2,-2,-2,1,0,7,1,3,10,36,0,0,2022-01-26
2020,Cassius Marsh,MarsCa00,3TM,28,NA,8,1,0,3,3,1,25,8.3,8.3,0,101.4,3.3,10,15,6,0,1,0,1,16,6,0.273,2022-01-26
2020,Xavier McKinney,McKiXa00,NYG,21,NA,6,4,1,13,12,0.9229999999999999,96,8,7.4,0,65.4,5.9,48,48,7,0,0,0,0,25,1,0.038,2022-01-26
2020,Robert Quinn,QuinRo00,CHI,30,ROLB,15,13,0,3,3,1,35,11.7,11.7,0,115.3,1.7,5,30,11,8,6,2,16,20,3,0.13,2022-01-26
2020,Tershawn Wharton,WharTe00,KC,22,NA,16,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,4,2,2,8,27,3,0.1,2022-01-26
2020,Jahleel Addae,AddaJa00,LAC,30,NA,11,0,1,11,8,0.727,66,8.3,6,0,49.8,9,35,31,1,0,0,0.5,1,21,3,0.125,2022-01-26
2020,Shilique Calhoun,CalhSh00,NE,28,NA,10,0,0,4,4,1,26,6.5,6.5,0,93.7,1.8,7,19,21,4,1,2,8,18,5,0.217,2022-01-26
2020,Carter Coughlin,CougCa00,NYG,23,NA,14,2,0,4,3,0.75,29,9.7,7.3,0,94.8,5.3,18,11,7,3,1,1,5,17,2,0.105,2022-01-26
2020,Tyrel Dodson,DodsTy01,BUF,22,NA,10,2,0,14,11,0.7859999999999999,69,6.3,4.9,0,87.2,5.6,23,46,16,0,0,1,1,22,4,0.154,2022-01-26
2020,Troy Dye,DyexTr00,MIN,24,LLB,11,5,0,12,8,0.667,60,7.5,5,1,106.2,4.3,5,55,6,0,1,0,1,28,3,0.09699999999999999,2022-01-26
2020,Brandon Facyson,FacyBr00,LAC,26,NA,13,0,0,12,9,0.75,58,6.4,4.8,0,84.7,8.7,51,7,0,0,0,0,0,16,0,0,2022-01-26
2020,Matthias Farley,FarlMa00,NYJ,28,NA,16,2,0,12,3,0.25,22,7.3,1.8,2,79.2,10.1,8,14,15,0,1,0,1,24,4,0.14300000000000002,2022-01-26
2020,Rudy Ford,FordRu00,PHI,26,NA,8,1,0,6,3,0.5,27,9,4.5,0,62.5,4.8,5,22,0,0,0,0,0,15,1,0.063,2022-01-26
2020,Porter Gustin,GustPo01,CLE,23,NA,14,3,0,1,0,0,5,NA,5,0,47.9,5,0,5,1,5,2,0,7,30,3,0.091,2022-01-26
2020,Davontae Harris,HarrDa05,2TM,25,NA,11,2,0,21,11,0.524,188,17.1,9,1,98.9,13.6,152,36,0,0,0,0,0,14,1,0.067,2022-01-26
2020,Dane Jackson,JackDa02,BUF,24,NA,5,2,1,21,13,0.619,155,11.9,7.4,2,96.3,10,98,57,0,0,0,0,0,15,1,0.063,2022-01-26
2020,Justin Layne,LaynJu00,PIT,22,NA,16,0,0,12,10,0.833,127,12.7,10.6,1,138.5,7.8,72,55,0,0,0,0,0,22,5,0.185,2022-01-26
2020,Jacob Martin,MartJa02,HOU,25,NA,14,1,0,10,6,0.6,52,8.7,5.2,0,73.7,5.7,18,34,24,1,0,3,4,20,4,0.16699999999999998,2022-01-26
2020,Mike Pennel,PennMi00,KC,29,NA,14,1,0,2,2,1,10,5,5,1,127.1,1,2,8,0,0,1,0,1,29,1,0.033,2022-01-26
2020,Sheldon Rankins,RankSh00,NO,26,NA,12,1,0,1,0,0,0,NA,0,0,39.6,-4,0,0,0,3,7,1.5,12,20,2,0.091,2022-01-26
2020,Alton Robinson,RobiAl03,SEA,22,NA,14,1,0,1,1,1,5,5,5,0,87.5,4,4,1,2,6,1,4,11,22,3,0.12,2022-01-26
2020,Rashard Robinson,RobiRa00,DAL,25,NA,4,3,0,16,13,0.813,106,8.2,6.6,2,133.9,6.2,75,31,1,0,0,0,0,20,1,0.048,2022-01-26
2020,Bravvion Roy,RoyxBr00,CAR,24,LDT,15,9,0,1,1,1,1,1,1,0,79.2,-8,-8,9,0,3,4,1,8,29,5,0.147,2022-01-26
2020,D.J. Swearinger,SweaDJ00,NO,29,NA,11,0,0,8,6,0.75,89,14.8,11.1,0,110.9,15.5,77,12,2,0,0,0,0,14,0,0,2022-01-26
2020,Kindle Vildor,VildKi00,CHI,23,NA,16,1,0,17,12,0.706,127,10.6,7.5,2,131.2,8.6,96,31,0,0,0,0,0,17,0,0,2022-01-26
2020,Justin Zimmer,ZimmJu00,BUF,28,NA,12,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,6,1,9,21,3,0.125,2022-01-26
2020,Dakota Allen,AlleDa01,JAX,25,NA,13,2,0,13,10,0.769,42,4.2,3.2,0,79.6,1.8,-23,65,4,0,1,0,1,18,2,0.1,2022-01-26
2020,Austin Bryant,BryaAu00,DET,24,NA,6,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,1,0,3,17,1,0.055999999999999994,2022-01-26
2020,K'Lavon Chaisson,ChaiKL00,JAX,21,NA,16,3,0,2,2,1,4,2,2,0,79.2,-0.5,-1,5,6,4,7,1,12,19,3,0.136,2022-01-26
2020,Doug Costin,CostDo00,JAX,23,RDT,12,9,0,2,2,1,15,7.5,7.5,0,97.9,-5,-10,25,7,2,1,0,3,32,0,0,2022-01-26
2020,Vinny Curry,CurrVi00,PHI,32,NA,11,3,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,6,3,13,16,3,0.158,2022-01-26
2020,Marcus Davenport,DaveMa00,NO,24,NA,11,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,1,9,6,1.5,17,21,0,0,2022-01-26
2020,Brandon Dunn,DunnBr00,HOU,28,NT,13,13,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,3,0,6,26,0,0,2022-01-26
2020,Trey Flowers,FlowTr00,DET,27,LDE,7,5,0,1,1,1,11,11,11,0,112.5,2,2,9,0,3,2,2,7,22,2,0.083,2022-01-26
2020,Dante Fowler,FowlDa00,ATL,26,RDE,14,13,0,5,3,0.6,8,2.7,1.6,0,64.6,2.4,3,5,32,14,5,3,23,23,8,0.258,2022-01-26
2020,Da'Shawn Hand,HandDa00,DET,25,NA,10,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,0,0,3,19,1,0.05,2022-01-26
2020,DeAndre Houston-Carson,HousDe00,CHI,27,NA,16,0,1,12,9,0.75,117,13,9.8,0,70.5,9.9,81,36,0,0,0,0,0,15,1,0.063,2022-01-26
2020,Bryce Huff,HuffBr00,NYJ,22,NA,14,0,0,4,4,1,13,3.3,3.3,0,80.2,1.3,5,8,9,4,2,2,8,16,1,0.059000000000000004,2022-01-26
2020,Michael Jacquet,JacqMi00,PHI,23,NA,7,2,0,28,20,0.7140000000000001,380,19,13.6,2,137.5,12,188,192,2,0,0,1,2,18,1,0.053,2022-01-26
2020,Joshua Kalu,KaluJo00,TEN,25,NA,15,0,0,2,2,1,64,32,32,0,118.7,30,60,4,0,0,0,0,0,16,0,0,2022-01-26
2020,Kingsley Keke,KekeKi00,GB,24,RDE,15,9,0,1,1,1,15,15,15,0,118.7,-4,-4,19,0,4,4,4,12,21,3,0.125,2022-01-26
2020,Hercules Mata'afa,MataHe00,MIN,25,NA,13,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,9,5,2,2.5,11,24,5,0.172,2022-01-26
2020,Tyler Matakevich,MataTy00,BUF,28,NA,16,0,0,8,6,0.75,50,8.3,6.3,0,90.6,4.9,23,27,7,1,0,0,1,23,0,0,2022-01-26
2020,Whitney Mercilus,MercWh00,HOU,30,LOLB,13,12,0,7,5,0.7140000000000001,56,11.2,8,0,94.9,1.4,-5,61,36,3,3,4,10,21,5,0.192,2022-01-26
2020,Tim Settle,SettTi00,WAS,23,NA,16,1,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,3,3,2,5,10,19,2,0.095,2022-01-26
2020,Armon Watts,WattAr01,MIN,24,NA,16,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,3,1,0.5,5,31,2,0.061,2022-01-26
2020,Joejuan Williams,WillJo13,NE,23,NA,15,0,0,11,6,0.545,136,22.7,12.4,1,129.4,15.4,85,51,1,0,0,0,0,18,0,0,2022-01-26
2020,Nick Williams,WillNi01,DET,30,dt,14,13,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,7,2,1,10,23,1,0.042,2022-01-26
