player,pfr_id,game_id,pfr_game_id,season,team,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
J.J. Watt,WattJ.00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,63,91,0,0
Whitney Mercilus,MercWh00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,62,90,0,0
Benardrick McKinney,McKiBe00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,56,81,0,0
Charles Omenihu,OmenCh00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,44,64,6,24
Vernon Hargreaves III,HargVe00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,44,64,2,8
Brandon Dunn,DunnBr00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,42,61,7,28
John Reid,ReidJo00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,32,46,4,16
Lonnie Johnson Jr.,JohnLo01,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,29,42,7,28
A.J. Moore,MoorA.00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,26,38,22,88
Brennan Scarlett,ScarBr00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,26,38,15,60
Jacob Martin,MartJa02,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,18,26,2,8
P.J. Hall,HallP.00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,17,25,7,28
Carlos Watkins,WatkCa00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,16,23,6,24
Ross Blacklock,BlacRo00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,10,14,6,24
Keion Crossen,CrosKe00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,22,88
Peter Kalambayi,KalaPe00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,16,64
Michael Thomas,ThomMi02,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,16,64
Tyrell Adams,AdamTy00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,16,64
Buddy Howell,HoweGr00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,15,60
Scottie Phillips,PhilSc01,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,12,48
Kahale Warring,WarrKa00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,9,36
Phillip Gaines,GainPh00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,7,28
Ka'imi Fairbairn,FairKa01,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,7,28
Bryan Anger,AngeBr00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,6,24
Jon Weeks,WeekJo00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,6,24
Senio Kelemete,KeleSe00,2020_01_HOU_KC,202009100kan,2020,HOU,0,0,0,0,3,12
Chris Lindstrom,LindCh00,2020_01_SEA_ATL,202009130atl,2020,ATL,80,100,0,0,4,14
Kaleb McGary,McGaKa00,2020_01_SEA_ATL,202009130atl,2020,ATL,80,100,0,0,4,14
Jake Matthews,MattJa00,2020_01_SEA_ATL,202009130atl,2020,ATL,80,100,0,0,4,14
Matt Ryan,RyanMa00,2020_01_SEA_ATL,202009130atl,2020,ATL,79,99,0,0,0,0
Alex Mack,MackAl20,2020_01_SEA_ATL,202009130atl,2020,ATL,79,99,0,0,0,0
Calvin Ridley,RidlCa00,2020_01_SEA_ATL,202009130atl,2020,ATL,68,85,0,0,0,0
Julio Jones,JoneJu02,2020_01_SEA_ATL,202009130atl,2020,ATL,65,81,0,0,0,0
Hayden Hurst,HursHa00,2020_01_SEA_ATL,202009130atl,2020,ATL,63,79,0,0,4,14
James Carpenter,CarpJa00,2020_01_SEA_ATL,202009130atl,2020,ATL,62,78,0,0,4,14
Russell Gage,GageRu00,2020_01_SEA_ATL,202009130atl,2020,ATL,55,69,0,0,0,0
Todd Gurley,GurlTo01,2020_01_SEA_ATL,202009130atl,2020,ATL,36,45,0,0,0,0
Luke Stocker,StocLu00,2020_01_SEA_ATL,202009130atl,2020,ATL,26,33,0,0,14,48
Brian Hill,HillBr02,2020_01_SEA_ATL,202009130atl,2020,ATL,21,26,0,0,7,24
Ito Smith,SmitIt00,2020_01_SEA_ATL,202009130atl,2020,ATL,20,25,0,0,0,0
Matt Hennessy,HennMa00,2020_01_SEA_ATL,202009130atl,2020,ATL,18,23,0,0,0,0
Keith Smith,SmitKe03,2020_01_SEA_ATL,202009130atl,2020,ATL,13,16,0,0,19,66
Olamide Zaccheaus,ZaccOl01,2020_01_SEA_ATL,202009130atl,2020,ATL,11,14,0,0,17,59
Jaeden Graham,GrahJa01,2020_01_SEA_ATL,202009130atl,2020,ATL,8,10,0,0,11,38
Christian Blake,BlakCh00,2020_01_SEA_ATL,202009130atl,2020,ATL,7,9,0,0,7,24
Matt Gono,GonoMa00,2020_01_SEA_ATL,202009130atl,2020,ATL,3,4,0,0,4,14
Brandon Powell,PoweBr00,2020_01_SEA_ATL,202009130atl,2020,ATL,2,3,0,0,11,38
Younghoe Koo,KooxYo00,2020_01_SEA_ATL,202009130atl,2020,ATL,1,1,0,0,9,31
Sterling Hofrichter,HofrSt00,2020_01_SEA_ATL,202009130atl,2020,ATL,1,1,0,0,7,24
Josh Harris,HarrJo02,2020_01_SEA_ATL,202009130atl,2020,ATL,1,1,0,0,7,24
Justin McCray,McCrJu00,2020_01_SEA_ATL,202009130atl,2020,ATL,1,1,0,0,4,14
Isaiah Oliver,OlivIs00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,62,100,7,24
AJ Terrell,TerrAJ00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,62,100,6,21
Damontae Kazee,KazeDa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,62,100,5,17
Deion Jones,JoneDe01,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,59,95,6,21
Keanu Neal,NealKe01,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,51,82,9,31
Grady Jarrett,JarrGr00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,50,81,6,21
Dante Fowler,FowlDa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,49,79,0,0
Foyesade Oluokun,OluoFo00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,46,74,7,24
Takkarist McKinley,McKiTa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,43,69,0,0
Tyeler Davison,DaviTy01,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,41,66,6,21
John Cominsky,ComiJo00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,40,64,8,28
Darqueze Dennard,DennDa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,39,63,4,14
Ricardo Allen,AlleRi00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,25,40,1,3
Allen Bailey,BailAl00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,16,26,6,21
Steven Means,MeanSt00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,12,19,9,31
Deadrin Senat,SenaDe00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,12,19,0,0
Mykal Walker,WalkMy00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,10,16,19,66
Blidi Wreh-Wilson,WrehBl00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,3,5,11,38
Jacob Tuioti-Mariner,TuioJa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,1,2,11,38
Sharrod Neasman,NeasSh00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,0,0,25,86
LaRoy Reynolds,ReynLa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,0,0,19,66
Jaylinn Hawkins,HawkJa00,2020_01_SEA_ATL,202009130atl,2020,ATL,0,0,0,0,16,55
Ethan Pocic,PociEt00,2020_01_SEA_ATL,202009130atl,2020,SEA,62,100,0,0,6,21
Brandon Shell,ShelBr00,2020_01_SEA_ATL,202009130atl,2020,SEA,62,100,0,0,6,21
Damien Lewis,LewiDa05,2020_01_SEA_ATL,202009130atl,2020,SEA,62,100,0,0,6,21
Russell Wilson,WilsRu00,2020_01_SEA_ATL,202009130atl,2020,SEA,62,100,0,0,0,0
Duane Brown,BrowDu20,2020_01_SEA_ATL,202009130atl,2020,SEA,62,100,0,0,0,0
D.K. Metcalf,MetcDK00,2020_01_SEA_ATL,202009130atl,2020,SEA,61,98,0,0,0,0
Tyler Lockett,LockTy00,2020_01_SEA_ATL,202009130atl,2020,SEA,58,94,0,0,0,0
Mike Iupati,IupaMi20,2020_01_SEA_ATL,202009130atl,2020,SEA,49,79,0,0,6,21
Greg Olsen,OlseGr00,2020_01_SEA_ATL,202009130atl,2020,SEA,41,66,0,0,1,3
David Moore,MoorDa03,2020_01_SEA_ATL,202009130atl,2020,SEA,33,53,0,0,7,24
Chris Carson,CarsCh00,2020_01_SEA_ATL,202009130atl,2020,SEA,28,45,0,0,0,0
Will Dissly,DissWi00,2020_01_SEA_ATL,202009130atl,2020,SEA,25,40,0,0,11,38
Carlos Hyde,HydeCa00,2020_01_SEA_ATL,202009130atl,2020,SEA,21,34,0,0,0,0
Freddie Swain,SwaiFr00,2020_01_SEA_ATL,202009130atl,2020,SEA,16,26,0,0,7,24
Travis Homer,HomeTr00,2020_01_SEA_ATL,202009130atl,2020,SEA,13,21,0,0,19,66
Jordan Simmons,SimmJo00,2020_01_SEA_ATL,202009130atl,2020,SEA,13,21,0,0,6,21
Jacob Hollister,HollJa03,2020_01_SEA_ATL,202009130atl,2020,SEA,11,18,0,0,11,38
Nick Bellore,BellNi01,2020_01_SEA_ATL,202009130atl,2020,SEA,1,2,0,0,19,66
Luke Willson,WillLu00,2020_01_SEA_ATL,202009130atl,2020,SEA,1,2,0,0,8,28
Penny Hart,HartPe01,2020_01_SEA_ATL,202009130atl,2020,SEA,1,2,0,0,2,7
Bobby Wagner,WagnBo00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,80,100,5,17
Shaquill Griffin,GrifSh00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,79,99,4,14
Jamal Adams,AdamJa00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,79,99,0,0
Quandre Diggs,DiggQu00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,78,98,4,14
Benson Mayowa,MayoBe00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,72,90,1,3
Jarran Reed,ReedJa02,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,68,85,4,14
Bruce Irvin,IrviBr00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,68,85,4,14
Quinton Dunbar,DunbQu00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,68,85,0,0
Marquise Blair,BlaiMa01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,56,70,12,41
K.J. Wright,WrigK.00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,45,56,5,17
Poona Ford,FordPo00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,43,54,4,14
L.J. Collier,CollLJ00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,31,39,4,14
Rasheem Green,GreeRa01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,30,38,3,10
Lano Hill,HillDe02,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,29,36,15,52
Damontre Moore,MoorDa01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,20,25,0,0
Bryan Mone,MoneBr00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,15,19,0,0
Tre Flowers,FlowTr01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,11,14,18,62
Jordyn Brooks,BrooJo01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,7,9,11,38
Cody Barton,BartCo00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,1,1,19,66
Ben Burr-Kirven,BurrBe00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,19,66
Neiko Thorpe,ThorNe00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,18,62
Ugo Amadi,AmadUg00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,15,52
Jason Myers,MyerJa00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,13,45
Tyler Ott,OttxTy00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,10,34
Michael Dickson,DickMi00,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,10,34
B.J. Finney,FinnB.01,2020_01_SEA_ATL,202009130atl,2020,SEA,0,0,0,0,6,21
Quinton Spain,SpaiQu00,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,7,27
Cody Ford,FordCo00,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,7,27
Dion Dawkins,DawkDi00,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,7,27
Josh Allen,AlleJo02,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,0,0
Daryl Williams,WillDa06,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,0,0
Mitch Morse,MorsMi00,2020_01_NYJ_BUF,202009130buf,2020,BUF,87,100,0,0,0,0
Stefon Diggs,DiggSt00,2020_01_NYJ_BUF,202009130buf,2020,BUF,82,94,0,0,1,4
John Brown,BrowJo02,2020_01_NYJ_BUF,202009130buf,2020,BUF,81,93,0,0,0,0
Dawson Knox,KnoxDa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,56,64,0,0,1,4
Cole Beasley,BeasCo00,2020_01_NYJ_BUF,202009130buf,2020,BUF,55,63,0,0,1,4
Devin Singletary,SingDe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,51,59,0,0,0,0
Gabriel Davis,DaviGa01,2020_01_NYJ_BUF,202009130buf,2020,BUF,43,49,0,0,3,12
Zack Moss,MossZa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,39,45,0,0,0,0
Isaiah McKenzie,McKeIs00,2020_01_NYJ_BUF,202009130buf,2020,BUF,16,18,0,0,0,0
Tyler Kroft,KrofTy00,2020_01_NYJ_BUF,202009130buf,2020,BUF,4,5,0,0,12,46
Reggie Gilliam,GillRe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,3,3,0,0,9,35
Andre Roberts,RobeAn00,2020_01_NYJ_BUF,202009130buf,2020,BUF,2,2,0,0,9,35
Ty Nsekhe,NsekTy00,2020_01_NYJ_BUF,202009130buf,2020,BUF,1,1,0,0,7,27
Brian Winters,WintBr00,2020_01_NYJ_BUF,202009130buf,2020,BUF,1,1,0,0,7,27
Ryan Bates,BateRy02,2020_01_NYJ_BUF,202009130buf,2020,BUF,1,1,0,0,7,27
Jordan Poyer,PoyeJo00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,56,100,11,42
Levi Wallace,WallLe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,56,100,1,4
Micah Hyde,HydeMi00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,55,98,4,15
Taron Johnson,JohnTa01,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,48,86,15,58
Tre'Davious White,WhitTr01,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,44,79,3,12
Ed Oliver,OlivEd00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,38,68,4,15
Jerry Hughes,HughJe99,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,38,68,0,0
Tremaine Edmunds,EdmuTr01,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,36,64,3,12
A.J. Klein,KleiAJ00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,35,63,8,31
Mario Addison,AddiMa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,35,63,4,15
Quinton Jefferson,JeffQu00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,35,63,4,15
Trent Murphy,MurpTr00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,25,45,9,35
Matt Milano,MilaMa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,21,38,1,4
Harrison Phillips,PhilHa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,20,36,0,0
Darryl Johnson,JohnDa10,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,17,30,14,54
Tyrel Dodson,DodsTy01,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,17,30,12,46
Justin Zimmer,ZimmJu00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,16,29,0,0
Siran Neal,NealSi00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,12,21,15,58
Dean Marlowe,MarlDe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,9,16,11,42
Tyler Matakevich,MataTy00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,3,5,18,69
Jaquan Johnson,JohnJa11,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,15,58
Taiwan Jones,JoneTa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,14,54
Tyler Bass,BassTy00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,13,50
Corey Bojorquez,BojoCo00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,8,31
Reid Ferguson,FergRe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,8,31
Del'Shawn Phillips,PhilDe00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,7,27
Cameron Lewis,LewiCa00,2020_01_NYJ_BUF,202009130buf,2020,BUF,0,0,0,0,6,23
Alex Lewis,LewiAl01,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,3,12
Greg Van Roten,VanRGr00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,3,12
George Fant,FantGe00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,3,12
Connor McGovern,McGoCo00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,0,0
Mekhi Becton,BectMe00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,0,0
Sam Darnold,DarnSa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,0,0
Breshad Perriman,PerrBr02,2020_01_NYJ_BUF,202009130buf,2020,NYJ,56,100,0,0,0,0
Chris Hogan,HogaCh00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,51,91,0,0,0,0
Jamison Crowder,CrowJa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,48,86,0,0,0,0
Chris Herndon,HernCh00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,40,71,0,0,6,23
Le'Veon Bell,BellLe00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,32,57,0,0,0,0
Ryan Griffin,GrifRy00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,18,32,0,0,9,35
Frank Gore,GoreFr00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,14,25,0,0,0,0
Josh Adams,AdamJo03,2020_01_NYJ_BUF,202009130buf,2020,NYJ,13,23,0,0,6,23
Trevon Wesco,WescTr00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,8,14,0,0,0,0
Neville Hewitt,HewiNe00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,87,100,13,50
Marcus Maye,MayeMa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,87,100,0,0
Brian Poole,PoolBr01,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,86,99,7,27
Bradley McDougald,McDoBr01,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,86,99,7,27
Blessuan Austin,AustBl00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,86,99,0,0
Harvey Langi,LangHa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,83,95,16,62
Nate Hairston,HairNa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,51,59,10,38
Quinnen Williams,WillQu00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,50,57,7,27
Tarell Basham,BashTa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,47,54,15,58
Kyle Phillips,PhilKy00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,41,47,0,0
Pierre Desir,DesiPi00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,35,40,7,27
Jordan Willis,WillJo09,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,35,40,0,0
Nathan Shepherd,ShepNa00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,34,39,3,12
Henry Anderson,AndeHe00,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,32,37,7,27
Jordan Jenkins,JenkJo01,2020_01_NYJ_BUF,202009130buf,2020,NYJ,0,0,31,36,7,27
