game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Christian McCaffrey,McCaCh01,1,0,0,0,107.9
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,D.J. Moore,MoorD.00,0,1,0.125,0,106.2
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Terrace Marshall Jr.,MarsTe00,0,0,0,0,61.8
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Dan Arnold,ArnoDa00,0,0,0,0,70.1
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Chuba Hubbard,HubbCh01,0,0,0,0,79.2
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Robby Anderson,AndeRo04,0,0,0,0,121.5
2021_01_NYJ_CAR,202109120car,2021,1,REG,CAR,NYJ,Ian Thomas,ThomIa00,0,0,0,0,79.2
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Braxton Berrios,BerrBr00,0,0,0,0,92
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Corey Davis,DaviCo03,0,1,0.143,0,153.3
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Ryan Griffin,GrifRy00,0,0,0,1,19.4
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Tyler Kroft,KrofTy00,0,0,0,0,73.7
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Michael Carter,CartMi03,0,1,0.5,0,72.9
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Ty Johnson,JohnTy02,0,1,0.333,0,45.1
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Denzel Mims,MimsDe00,0,0,0,0,118.7
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Elijah Moore,MoorEl00,0,0,0,0,39.6
2021_01_NYJ_CAR,202109120car,2021,1,REG,NYJ,CAR,Jeff Smith,SmitJe03,0,0,0,0,39.6
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Ja'Marr Chase,ChasJa00,1,0,0,0,153.3
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Tee Higgins,HiggTe00,1,0,0,0,154.6
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Joe Mixon,MixoJo00,1,0,0,0,90.6
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Tyler Boyd,BoydTy00,0,0,0,0,97.9
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,C.J. Uzomah,UzomC.00,0,0,0,0,118.7
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Samaje Perine,PeriSa00,0,0,0,0,95.8
2021_01_MIN_CIN,202109120cin,2021,1,REG,CIN,MIN,Mike Thomas,ThomMi04,0,0,0,0,42.4
2021_01_MIN_CIN,202109120cin,2021,1,REG,MIN,CIN,Adam Thielen,ThieAd00,0,0,0,0,144.6
